"Time","avg(process_cpu_seconds_total)/1000"
2023-07-06 20:08:40,0.0682
2023-07-06 20:08:45,0.0687
2023-07-06 20:08:50,0.0692
2023-07-06 20:08:55,0.0697
2023-07-06 20:09:00,0.0702
2023-07-06 20:09:05,0.0708
2023-07-06 20:09:10,0.0714
2023-07-06 20:09:15,0.0718
2023-07-06 20:09:20,0.0723
2023-07-06 20:09:25,0.0729
2023-07-06 20:09:30,0.0733
2023-07-06 20:09:35,0.0739
2023-07-06 20:09:40,0.0743
2023-07-06 20:09:45,0.0747
2023-07-06 20:09:50,0.0751
2023-07-06 20:09:55,0.0755
2023-07-06 20:10:00,0.0759
2023-07-06 20:10:05,0.0763
2023-07-06 20:10:10,0.0768
2023-07-06 20:10:15,0.0773
2023-07-06 20:10:20,0.0777
2023-07-06 20:10:25,0.0781
2023-07-06 20:10:30,0.0785
2023-07-06 20:10:35,0.0790
2023-07-06 20:10:40,0.0794
2023-07-06 20:10:45,0.0801
2023-07-06 20:10:50,0.0806
2023-07-06 20:10:55,0.0809
2023-07-06 20:11:00,0.0813
2023-07-06 20:11:05,0.0818
2023-07-06 20:11:10,0.0822
2023-07-06 20:11:15,0.0826
2023-07-06 20:11:20,0.0830
2023-07-06 20:11:25,0.0836
2023-07-06 20:11:30,0.0841
2023-07-06 20:11:35,0.0846
2023-07-06 20:11:40,0.0851
2023-07-06 20:11:45,0.0855
2023-07-06 20:11:50,0.0859
2023-07-06 20:11:55,0.0863
2023-07-06 20:12:00,0.0867
2023-07-06 20:12:05,0.0872
2023-07-06 20:12:10,0.0877
2023-07-06 20:12:15,0.0882
2023-07-06 20:12:20,0.0887
2023-07-06 20:12:25,0.0891
2023-07-06 20:12:30,0.0896
2023-07-06 20:12:35,0.0901
2023-07-06 20:12:40,0.0907
2023-07-06 20:12:45,0.0912
2023-07-06 20:12:50,0.0915
2023-07-06 20:12:55,0.0920
2023-07-06 20:13:00,0.0925
2023-07-06 20:13:05,0.0929
2023-07-06 20:13:10,0.0933
2023-07-06 20:13:15,0.0939
2023-07-06 20:13:20,0.0943
2023-07-06 20:13:25,0.0947
2023-07-06 20:13:30,0.0951
2023-07-06 20:13:35,0.0956
2023-07-06 20:13:40,0.0961
2023-07-06 20:13:45,0.0965
2023-07-06 20:13:50,0.0970
2023-07-06 20:13:55,0.0975
2023-07-06 20:14:00,0.0980
2023-07-06 20:14:05,0.0984
2023-07-06 20:14:10,0.0988
2023-07-06 20:14:15,0.0992
2023-07-06 20:14:20,0.0998
2023-07-06 20:14:25,0.100
2023-07-06 20:14:30,0.101
2023-07-06 20:14:35,0.101
2023-07-06 20:14:40,0.102
2023-07-06 20:14:45,0.102
2023-07-06 20:14:50,0.103
2023-07-06 20:14:55,0.103
2023-07-06 20:15:00,0.104
2023-07-06 20:15:05,0.104
2023-07-06 20:15:10,0.104
2023-07-06 20:15:15,0.105
2023-07-06 20:15:20,0.105
2023-07-06 20:15:25,0.106
2023-07-06 20:15:30,0.106
2023-07-06 20:15:35,0.107
2023-07-06 20:15:40,0.107
2023-07-06 20:15:45,0.108
2023-07-06 20:15:50,0.108
2023-07-06 20:15:55,0.109
2023-07-06 20:16:00,0.109
2023-07-06 20:16:05,0.110
2023-07-06 20:16:10,0.110
2023-07-06 20:16:15,0.111
2023-07-06 20:16:20,0.111
2023-07-06 20:16:25,0.112
2023-07-06 20:16:30,0.112
2023-07-06 20:16:35,0.112
2023-07-06 20:16:40,0.113
2023-07-06 20:16:45,0.113
2023-07-06 20:16:50,0.114
2023-07-06 20:16:55,0.114
2023-07-06 20:17:00,0.115

