"Time","avg(jvm_gc_collection_seconds_sum)"
2023-04-19 02:41:15,0.651
2023-04-19 02:41:20,0.654
2023-04-19 02:41:25,0.657
2023-04-19 02:41:30,0.659
2023-04-19 02:41:35,0.661
2023-04-19 02:41:40,0.663
2023-04-19 02:41:45,0.666
2023-04-19 02:41:50,0.668
2023-04-19 02:41:55,0.670
2023-04-19 02:42:00,0.672
2023-04-19 02:42:05,0.675
2023-04-19 02:42:10,0.677
2023-04-19 02:42:15,0.679
2023-04-19 02:42:20,0.682
2023-04-19 02:42:25,0.684
2023-04-19 02:42:30,0.686
2023-04-19 02:42:35,0.689
2023-04-19 02:42:40,0.692
2023-04-19 02:42:45,0.693
2023-04-19 02:42:50,0.695
2023-04-19 02:42:55,0.699
2023-04-19 02:43:00,0.700
2023-04-19 02:43:05,0.702
2023-04-19 02:43:10,0.705
2023-04-19 02:43:15,0.707
2023-04-19 02:43:20,0.710
2023-04-19 02:43:25,0.712
2023-04-19 02:43:30,0.714
2023-04-19 02:43:35,0.717
2023-04-19 02:43:40,0.719
2023-04-19 02:43:45,0.722
2023-04-19 02:43:50,0.723
2023-04-19 02:43:55,0.726
2023-04-19 02:44:00,0.728
2023-04-19 02:44:05,0.730
2023-04-19 02:44:10,0.733
2023-04-19 02:44:15,0.735
2023-04-19 02:44:20,0.738
2023-04-19 02:44:25,0.740
2023-04-19 02:44:30,0.743
2023-04-19 02:44:35,0.745
2023-04-19 02:44:40,0.748
2023-04-19 02:44:45,0.751
2023-04-19 02:44:50,0.754
2023-04-19 02:44:55,0.755
2023-04-19 02:45:00,0.758
2023-04-19 02:45:05,0.761
2023-04-19 02:45:10,0.764
2023-04-19 02:45:15,0.766
2023-04-19 02:45:20,0.768
2023-04-19 02:45:25,0.771
2023-04-19 02:45:30,0.773
2023-04-19 02:45:35,0.776
2023-04-19 02:45:40,0.778
2023-04-19 02:45:45,0.780
2023-04-19 02:45:50,0.783
2023-04-19 02:45:55,0.785
2023-04-19 02:46:00,0.788
2023-04-19 02:46:05,0.790
2023-04-19 02:46:10,0.793
2023-04-19 02:46:15,0.795
2023-04-19 02:46:20,0.798
2023-04-19 02:46:25,0.801
2023-04-19 02:46:30,0.803
2023-04-19 02:46:35,0.805
2023-04-19 02:46:40,0.808
2023-04-19 02:46:45,0.811
2023-04-19 02:46:50,0.814
2023-04-19 02:46:55,0.817
2023-04-19 02:47:00,0.818
2023-04-19 02:47:05,0.821
2023-04-19 02:47:10,0.824
2023-04-19 02:47:15,0.827
2023-04-19 02:47:20,0.829
2023-04-19 02:47:25,0.832
2023-04-19 02:47:30,0.835
2023-04-19 02:47:35,0.837
2023-04-19 02:47:40,0.840
2023-04-19 02:47:45,0.842
2023-04-19 02:47:50,0.845
2023-04-19 02:47:55,0.846
2023-04-19 02:48:00,0.849
2023-04-19 02:48:05,0.852
2023-04-19 02:48:10,0.855
2023-04-19 02:48:15,0.856
2023-04-19 02:48:20,0.859
2023-04-19 02:48:25,0.862
2023-04-19 02:48:30,0.864
2023-04-19 02:48:35,0.867
2023-04-19 02:48:40,0.869
2023-04-19 02:48:45,0.873
2023-04-19 02:48:50,0.875
2023-04-19 02:48:55,0.878
2023-04-19 02:49:00,0.880
2023-04-19 02:49:05,0.882
2023-04-19 02:49:10,0.885
2023-04-19 02:49:15,0.887
2023-04-19 02:49:20,0.890
2023-04-19 02:49:25,0.892
2023-04-19 02:49:30,0.895
2023-04-19 02:49:35,0.898
2023-04-19 02:49:40,0.900
2023-04-19 02:49:45,0.903
2023-04-19 02:49:50,0.905
2023-04-19 02:49:55,0.907
2023-04-19 02:50:00,0.911
2023-04-19 02:50:05,0.913
2023-04-19 02:50:10,0.916
2023-04-19 02:50:15,0.918
2023-04-19 02:50:20,0.920
2023-04-19 02:50:25,0.923
2023-04-19 02:50:30,0.923
2023-04-19 02:50:35,0.924
2023-04-19 02:50:40,0.932
2023-04-19 02:50:45,0.933
2023-04-19 02:50:50,0.933
2023-04-19 02:50:55,0.934
2023-04-19 02:51:00,0.934

