"Time","avg(process_cpu_seconds_total)/1000"
2023-05-01 19:37:25,2.16
2023-05-01 19:37:30,2.16
2023-05-01 19:37:35,2.16
2023-05-01 19:37:40,2.16
2023-05-01 19:37:45,2.16
2023-05-01 19:37:50,2.16
2023-05-01 19:37:55,2.17
2023-05-01 19:38:00,2.17
2023-05-01 19:38:05,2.17
2023-05-01 19:38:10,2.17
2023-05-01 19:38:15,2.17
2023-05-01 19:38:20,2.17
2023-05-01 19:38:25,2.18
2023-05-01 19:38:30,2.18
2023-05-01 19:38:35,2.18
2023-05-01 19:38:40,2.18
2023-05-01 19:38:45,2.18
2023-05-01 19:38:50,2.18
2023-05-01 19:38:55,2.19
2023-05-01 19:39:00,2.19
2023-05-01 19:39:05,2.19
2023-05-01 19:39:10,2.19
2023-05-01 19:39:15,2.19
2023-05-01 19:39:20,2.19
2023-05-01 19:39:25,2.20
2023-05-01 19:39:30,2.20
2023-05-01 19:39:35,2.20
2023-05-01 19:39:40,2.20
2023-05-01 19:39:45,2.20
2023-05-01 19:39:50,2.20
2023-05-01 19:39:55,2.21
2023-05-01 19:40:00,2.21
2023-05-01 19:40:05,2.21
2023-05-01 19:40:10,2.21
2023-05-01 19:40:15,2.21
2023-05-01 19:40:20,2.22
2023-05-01 19:40:25,2.22
2023-05-01 19:40:30,2.22
2023-05-01 19:40:35,2.22
2023-05-01 19:40:40,2.22
2023-05-01 19:40:45,2.22
2023-05-01 19:40:50,2.23
2023-05-01 19:40:55,2.23
2023-05-01 19:41:00,2.23
2023-05-01 19:41:05,2.23
2023-05-01 19:41:10,2.23
2023-05-01 19:41:15,2.23
2023-05-01 19:41:20,2.24
2023-05-01 19:41:25,2.24
2023-05-01 19:41:30,2.24
2023-05-01 19:41:35,1.12
2023-05-01 19:41:40,1.13
2023-05-01 19:41:45,1.13
2023-05-01 19:41:50,1.13
2023-05-01 19:41:55,1.13
2023-05-01 19:42:00,1.13
2023-05-01 19:42:05,1.13
2023-05-01 19:42:10,1.13
2023-05-01 19:42:15,1.13
2023-05-01 19:42:20,1.13
2023-05-01 19:42:25,1.14
2023-05-01 19:42:30,1.14
2023-05-01 19:42:35,1.14
2023-05-01 19:42:40,1.14
2023-05-01 19:42:45,1.14
2023-05-01 19:42:50,1.14
2023-05-01 19:42:55,1.14
2023-05-01 19:43:00,1.14
2023-05-01 19:43:05,1.14
2023-05-01 19:43:10,1.14
2023-05-01 19:43:15,1.14
2023-05-01 19:43:20,1.14
2023-05-01 19:43:25,1.14
2023-05-01 19:43:30,1.14
2023-05-01 19:43:35,1.14
2023-05-01 19:43:40,1.14
2023-05-01 19:43:45,1.14
2023-05-01 19:43:50,1.14
2023-05-01 19:43:55,1.14
2023-05-01 19:44:00,1.14

