"Time","avg(process_cpu_seconds_total)/1000"
2023-05-01 19:19:20,1.87
2023-05-01 19:19:25,1.87
2023-05-01 19:19:30,1.87
2023-05-01 19:19:35,1.88
2023-05-01 19:19:40,1.88
2023-05-01 19:19:45,1.88
2023-05-01 19:19:50,1.89
2023-05-01 19:19:55,1.89
2023-05-01 19:20:00,1.89
2023-05-01 19:20:05,1.90
2023-05-01 19:20:10,1.90
2023-05-01 19:20:15,1.90
2023-05-01 19:20:20,1.91
2023-05-01 19:20:25,1.91
2023-05-01 19:20:30,1.91
2023-05-01 19:20:35,1.92
2023-05-01 19:20:40,1.92
2023-05-01 19:20:45,1.92
2023-05-01 19:20:50,1.93
2023-05-01 19:20:55,1.93
2023-05-01 19:21:00,1.93
2023-05-01 19:21:05,1.93
2023-05-01 19:21:10,1.93
2023-05-01 19:21:15,1.93
2023-05-01 19:21:20,1.94
2023-05-01 19:21:25,1.94
2023-05-01 19:21:30,1.94
2023-05-01 19:21:35,1.94
2023-05-01 19:21:40,1.94
2023-05-01 19:21:45,1.94
2023-05-01 19:21:50,1.94
2023-05-01 19:21:55,1.94
2023-05-01 19:22:00,1.94

