"Time","avg(jvm_gc_collection_seconds_sum)"
2023-07-08 02:05:20,0.739
2023-07-08 02:05:25,0.739
2023-07-08 02:05:30,0.768
2023-07-08 02:05:35,0.768
2023-07-08 02:05:40,0.768
2023-07-08 02:05:45,0.768
2023-07-08 02:05:50,0.768
2023-07-08 02:05:55,0.783
2023-07-08 02:06:00,0.783
2023-07-08 02:06:05,0.783
2023-07-08 02:06:10,0.797
2023-07-08 02:06:15,0.797
2023-07-08 02:06:20,0.842
2023-07-08 02:06:25,0.842
2023-07-08 02:06:30,0.842
2023-07-08 02:06:35,0.842
2023-07-08 02:06:40,0.842
2023-07-08 02:06:45,0.842
2023-07-08 02:06:50,0.842
2023-07-08 02:06:55,0.842
2023-07-08 02:07:00,0.842
2023-07-08 02:07:05,0.884
2023-07-08 02:07:10,0.884
2023-07-08 02:07:15,0.884
2023-07-08 02:07:20,0.884
2023-07-08 02:07:25,0.884
2023-07-08 02:07:30,0.884
2023-07-08 02:07:35,0.884
2023-07-08 02:07:40,0.884
2023-07-08 02:07:45,0.897
2023-07-08 02:07:50,0.897
2023-07-08 02:07:55,0.897
2023-07-08 02:08:00,0.911
2023-07-08 02:08:05,0.934
2023-07-08 02:08:10,0.934
2023-07-08 02:08:15,0.934
2023-07-08 02:08:20,0.934
2023-07-08 02:08:25,0.934
2023-07-08 02:08:30,0.934
2023-07-08 02:08:35,0.934
2023-07-08 02:08:40,0.934
2023-07-08 02:08:45,0.934
2023-07-08 02:08:50,0.934
2023-07-08 02:08:55,0.934
2023-07-08 02:09:00,0.934

